,loan_word,original_word,cos_similarity
716,परवाह,پرواه,0.50554854
717,परिंदा,پرنده,0.5433139
718,परी,پری,0.6770916
719,परेशान,پریشان,0.54496264
720,पर्दा,پرده,0.6344492
721,पलक,پلک,0.5720957
722,पलीता,پلیته,0.47771186
723,पश्मीना,پشمینه,0.6363055
724,पसंदीदा,پسندیده,0.5426746
725,पहरा,پهره,0.7000413
726,पहरेदार,پهره دار,0.6674467
727,पहल,پهلو,0.70868427
728,पहलू,پهلو,0.70868427
729,पाजामा,پايجامه / پاجامه,0.7011878
730,पापा,پاپا,0.5768467
731,पाबंद,پابند,0.66432136
732,पायदान,پایدان,0.6162868
733,पारचा,پارچه,0.53376263
734,पाश,پاشیدن,0.5795262
735,पाशा,پاشا,0.6336718
736,पिदर,پدر,0.5133549
737,पीरू,پیل مرغ,0.6333041
738,पुख़्ता,پخته,0.5843969
739,पुदीना,پودنه,0.714073
740,पुरज़ा,پرزه,0.62738675
741,पुल,پل,0.6324885
742,पेच,پیچ,0.6954905
743,पेचकस,پیچ کش,0.6323407
744,पेचीदा,پیچیده,0.5643671
745,पेश,پیش,0.6359523
746,पेशगी,پیشگی,0.545291
747,पेशा,پیشه,0.66060585
748,पैकार,پای‌کار,0.63317007
749,पैग़ाम,پیغام,0.60126925
750,पैदाइश,پیدایش,0.3870557
751,पैदाइशी,पैदाइश,1.0
752,पैदावार,پیداوار,0.444534
753,पैमाना,پیمانه,0.56590563
754,प्याज़,پیاز,0.646211
755,प्यादा,پیاده,0.6232758
756,फ़क़त,فقط,0.39218232
757,फ़तह,فتح,0.48629865
758,फ़रमान,فرمان,0.51539063
759,फ़रात,فرات,0.5932035
760,फ़रार,فرار,0.5814541
761,फ़रिश्ता,فرشته,0.5167057
762,फ़रेब,فریب,0.5908873
763,फ़रोश,فروش,0.47022992
764,फ़र्क़,فَرق,0.50693274
765,फ़र्ज़,فرض,0.2537895
766,फ़र्ज़ंद,فرزند,0.31931466
767,फ़र्ज़ी,فرضی,0.27270156
768,फ़र्श,فرش,0.5331956
769,फ़लक,فلک,0.5343296
770,फ़व्वारा,فواره,0.60099053
771,फ़साना,فسانه,0.5386433
772,फ़ाख़्ता,فاخته,0.58563703
773,फ़ानी,فانی,0.48299372
774,फ़ायदा,فائده,0.57206255
775,फ़ारसी,فارسی,0.4481136
776,फ़ारिग़,فارغ,0.62098104
777,फ़ाश,فاش,0.51381856
778,फ़ास,فاس,0.6367891
779,फ़िक्र,فکر,0.55082655
780,फ़ितरत,فطرت,0.5001039
781,फ़िरंगी,فرنگی,0.5975297
782,फ़ीसद,فی صد,0.46130452
783,फ़ुर्सत,فرصت,0.5033787
784,फ़ेहरिस्त,فهرست,0.36684787
785,फ़ैसला,فیصله,0.40667403
786,फ़ौज,فوج,0.3918285
787,फ़ौरन,فوراً,0.4691427
788,फ़ौलाद,فولاد,0.5624526
789,ब-,با,0.45949182
790,बंद,بند,0.58891547
791,बंदगी,بندگی,0.56260496
792,बंदर,بندر,0.5455802
793,बंदरगाह,بندرگاه,0.5406285
794,बंदा,بنده,0.63944596
795,बंदी,بندی,0.49432063
796,बंदोबस्त,بند و بست,0.5094305
797,बक्कम,بکم,0.64330465
798,बख़ील,بخیل,0.5687755
799,बख़्त,بخت,0.6452198
800,बख़्शिश,بخشش,0.44899726
801,बग़दाद,بغداد,0.3566358
802,बग़ल,زیر بغل,0.4538373
803,बग़ावत,بغاوت,0.5651332
804,बजाय,بجای,0.5543924
805,बदतर,بدتر,0.64046204
806,बदतरीन,بدترین,0.48035994
807,बदनाम,بد‌نام,0.4129112
808,बदमाश,بدمعاش,0.61864424
809,बदर,بدر,0.7129061
810,बदला,بَدَل,0.58667165
811,बदसूरत,بدصورت,0.61913025
812,बदौलत,بدولت,0.57740414
813,बनाम,بنام,0.34111053
814,बबर,ببر,0.7301625
815,बयान,بیان,0.56640524
816,बरक़रार,برقرار,0.3000334
817,बराबर,برابر,0.45279408
818,बरामद,برآمد,0.4717397
819,बर्ख़ास्त,برخاست,0.4456258
820,बर्दाश्त,برداشت,0.37733826
821,बर्फ़,برف,0.5996926
822,बर्फ़ी,برفی,0.57522804
823,बर्बाद,برباد,0.5650471
824,बलूचिस्तान,بلوچستان,0.46321118
825,बल्कि,بلکه,0.2862207
826,बवासीर,بواسیر,0.63552773
827,बस,بس,0.6197699
828,बस्ता,بسته,0.4825185
829,बहाई,بهائی,0.5226208
830,बहाउल्लाह,بهاءالله,0.51299137
831,बहादुर,بهادر,0.57079256
832,बहार,بهار,0.5698476
833,बा-,با,0.5341847
834,बाक़ायदा,باقاعده,0.33569676
835,बाकिरा,باکره,0.6407258
836,बाख़ुदा,बा-,0.77903837
837,बाग़,باغ,0.57865214
838,बाज़ार,بازار,0.5279984
839,बाज़ीचा,بازیچه,0.47112277
840,बाज़ू,بازو,0.5850756
841,बाज़ूबंद,بازوبند,0.48186272
842,बाद,بعد,0.77924705
843,बादशाह,بادشاه,0.40270293
844,बादशाहत,بادشاهت,0.43693784
845,बादाम,بادام,0.57820696
846,बाबत,بابت,0.5499557
847,बारीक,باریک,0.6890085
848,बारूत,باروت,0.7486861
849,बारूद,بارود,0.5987071
850,बालिश,بالش,0.58318496
851,बावरची,باورچی,0.55159664
852,बाशिंदा,باشنده,0.3369618
853,बियाबान,بیابان,0.5461911
854,बिरयानी,بریانی,0.5558365
855,बिस्तर,بستر,0.6698106
856,बीबी,بی‌بی,0.77684355
857,बीमा,بیمه,0.60688305
858,बीवी,بی‌بی,0.7191079
859,बुख़ार,بُخَار,0.6455839
860,बुख़ारा,بخارا,0.43974954
861,बुज़दिल,بزدل,0.64596415
862,बुज़ुर्ग,بزرگ,0.45378795
863,बुत,بت,0.6288513
864,बुत-कदा,بت‌کده,0.5629393
865,बुत-ख़ाना,بت‌خانه,0.53993684
866,बुनियाद,بنیاد,0.3880218
867,बुरक़ा,برقع,0.53387123
868,बुर्ज,بُرْج,0.61555487
869,बुलंद,بلند,0.46511194
870,बुलबुल,بلبل,0.5998336
871,बू,بو,0.6373896
872,बे-,بی,0.526169
873,बेईमानी,بی‌ایمانی,0.5980036
874,बेक़रार,بی‌قرار,0.48177192
875,बेकार,بی‌کار,0.6921845
876,बेगाना,بیگانه,0.5453896
877,बेज़बान,بیزبان,0.49584162
878,बेताब,بیتاب,0.50473374
879,बेदख़ल,بیدخل,0.6024385
880,बेदख़ली,بیدخلی,0.6130158
881,बेमेल,بی‌میل,0.6435641
882,बेरूख़ी,بی‌روحی,0.502622
883,बेलचा,بیلچه,0.63763344
884,बेवफ़ा,بی‌وفا,0.6133631
885,बेशुमार,بی‌شمار,0.39622524
886,बेहतर,بهتر,0.5066515
887,बेहतरीन,بهترین,0.3973842
888,बोहरान,بحران,0.53452396
889,मंज़िल,منزل,0.5076345
890,मंशा,منشأ,0.4165343
891,मअनी,معنی,0.43970647
892,मकान,مکان,0.4391374
893,मक्का,مکه,0.56277823
894,मख़मल,مخمل,0.5763603
895,मगर,مگر,0.47298625
896,मग़ज़,مغز,0.527964
897,मजनू,مجنون,0.6276636
898,मजबूर,مجبور,0.6039156
899,मजमा,مجمع,0.42618182
900,मजलिस,مجلس,0.37856102
901,मज़दूर,مزدور,0.62930864
902,मज़दूरी,مزدوری,0.6409316
903,मज़बूत,مضبوط,0.65967345
904,मज़मून,مضمون,0.4678709
905,मज़हब,مذهب,0.5118048
906,मज़ा,مزه,0.63569117
907,मतलब,مطلب,0.6962437
908,मदद,مدد,0.5368766
909,मददगार,مددگار,0.51459366
910,मद्रसा,مَدْرَسَة,0.5465727
911,मन,من,0.4606325
912,मनहूस,منحوس,0.6211623
913,ममनून,ممنون,0.73323107
914,मरकज़,مرکز,0.39674193
915,मरज़,مرض,0.47911724
916,मरम्मत,مرمت,0.62660307
917,मरहम,مرهم,0.6466096
918,मरहूम,مرحوم,0.5098953
919,मरियम,مریم,0.59336966
920,मरीज़,مریض,0.6393316
921,मर्ग,مرگ,0.47694585
922,मर्तबा,مرتبه,0.48245293
923,मर्द,مرد,0.4072485
924,मर्दानगी,مردانگی,0.39114428
925,मर्दाना,مردانه,0.4941317
926,मर्दुम,مردم,0.40712726
927,मर्दुमशुमारी,مردم شماری,0.40131912
928,मलाल,ملال,0.68086916
929,मलिका,ملکه,0.43378052
930,मशक,مشک,0.67281663
931,मशग़ूल,مشغول,0.3630667
932,मशहूर,مشهور,0.43756732
933,मसका,مسکه,0.6885258
934,मसनद,مسند,0.63535446
935,मसनवी,مثنوی,0.48401156
936,मसल,مثل,0.34709427
937,मसाला,مصالح,0.5409537
938,मसीह,مَسِیح,0.54649323
939,मसीहा,مسیحا,0.6788076
940,मस्ताना,مستانه,0.65430796
941,मस्ती,مستی,0.71223253
942,महज़,محض,0.6042104
943,महताब,مهتاب,0.58561236
944,महल,محل,0.5566301
945,महारत,مهارت,0.44347584
946,महीन,مهین,0.49949247
947,माँदा,مانده,0.44718164
948,माजरा,ماجرا,0.61088645
949,माजूफल,مازو,0.6952526
950,मादर,مادر,0.4405498
951,मादा,ماده,0.37378484
952,माफ़,معاف,0.6260029
953,माफ़ी,معافی,0.522862
954,मामूली,معمولی,0.43808076
955,मायूस,مأیوس,0.5679486
956,मारख़ोर,مارخور,0.5694355
957,माल,مال,0.7268058
958,मालिक,مالک,0.52816534
959,मालिकाना,مالکانه,0.5665695
960,मालिश,مالش,0.6668278
961,मासूम,مَعْصُوم,0.44671178
962,माह,ماه,0.53961974
963,माहिर,ماهر,0.61445457
964,माही,ماهی,0.52938557
965,मिन्नत,منت,0.5063646
966,मिरजई,مرزائی,0.69036406
967,मिसाल,مثال,0.29083064
968,मिस्र,مصر,0.6766298
969,मीज़ान,میزان,0.43295065
970,मीनार,مناره,0.51593715
971,मीर,میر,0.52974087
972,मुंतज़िर,منتظر,0.39375985
973,मुंशी,منشی,0.49049813
974,मुंसिफ़ाना,منصفانه,0.46374235
975,मुअज़्ज़िन,مُؤَذِّن,0.69596213
976,मुअल्लिमा,معلمه,0.507519
977,मुअल्लिमी,معلمی,0.4552897
978,मुक़दमा,مقدمه,0.45322374
979,मुक़द्दस,مقدس,0.42677483
980,मुक़र्रर,مقرر,0.4222254
981,मुख़ालिफ़त,مخالفت,0.35835442
982,मुग़ल,مغول,0.60157514
983,मुतअल्लिक़,متعلق,0.27528447
984,मुदाख़लत,مداخله,0.5530479
985,मुद्दा,مدعا,0.63908046
986,मुनीम,منیب,0.65108466
987,मुफ़्त,مفت,0.6108215
988,मुफ़्ती,مفتی,0.5836123
989,मुबारक,مبارک,0.62760407
990,मुरदा,مرده,0.54420847
991,मुरदाबाद,مرده باد,0.5033488
992,मुर्ग़ा,مرغ,0.65406805
993,मुर्ग़ाबी,مرغابی,0.67509776
994,मुर्दन,مردن,0.5968811
995,मुर्दनी,مردنی,0.6637879
996,मुर्दार,مردار,0.49563843
997,मुल्ला,ملا,0.5882708
998,मुश्किल,مشکل,0.41425362
999,मुसलमान,مسلمان,0.48899972
1000,मुसाफ़िर,مسافر,0.51269555
1001,मुहब्बत,محبت,0.5581022
1002,मुहर,مهر,0.5275185
1003,मुहाक़,محاق,0.6746263
1004,मुहिम,مهم,0.48587355
1005,मूसल,موصل,0.5471852
1006,मूसा,مُوسَی,0.61207914
1007,मेज़,میز,0.66414636
1008,मेज़पोश,میز,0.64886796
1009,मेज़बान,میزبان,0.45207512
1010,मेहनत,محنت,0.585454
1011,मेहनती,محنتی,0.5670601
1012,मेहमान,مهمان,0.4908665
1013,मेहमानदारी,مهما‌ن‌داری,0.4447339
1014,मेहमाननवाज़ी,مهمان‌نوازی,0.46503335
1015,मेहरबान,مهربان,0.5229744
1016,मेहरबानी,مهربانی,0.4974549
1017,मैदान,میدان,0.5657359
1018,मोम,موم,0.7335444
1019,मोहलत,مهلت,0.49325016
1020,मौजूदगी,موجودگی,0.4593574
1021,मौलवी,مولوی,0.583648
1022,मौला,مولا,0.66213506
1023,मौलाना,مولانا,0.44814193
1024,मौसम,موسم,0.53380376
1025,मौसीक़ी,موسیقی,0.41274533
1026,म्यान,میان,0.5087124
1027,यख़,یخ,0.53399223
1028,यतीम,یتیم,0.655862
1029,यमन,یمن,0.6130917
1030,यहूदिया,یهودیه,0.54441786
1031,यहूदीया,یهودیه,0.5874491
1032,या,یا,0.6225509
1033,याक़ूत,یاقوت,0.56701165
1034,याद,یاد,0.5161878
1035,याददाश्त,یادداشت,0.33333367
1036,यार,یار,0.7448423
1037,यारी,یاری,0.6666098
1038,यूनान,یونان,0.6445879
1039,यौम,یوم,0.6148218
1040,रंगीन,رنگین,0.71279335
1041,रंज,رنج,0.63256586
1042,रंजिश,رنجش,0.69955254
1043,रईस,رئیس,0.37831557
1044,रक़ीब,رقیب,0.37933
1045,रक़्स,رقص,0.5089611
1046,रफ़ू,رفو,0.6918455
1047,रफ़्तार,رفتار,0.3023884
1048,रमज़ान,رمضان,0.56609136
1049,रवा,روا,0.63072884
1050,रवाना,روانه,0.3990938
1051,रवैया,رویه,0.5051289
1052,रसीद,رسید,0.241718
1053,रस्म,رسم,0.4168288
1054,रहनुमा,راهنما,0.50243413
1055,रहम,رحم,0.63130486
1056,राज़,راز,0.5385535
1057,राज़ी,راضی,0.53701544
1058,रान,ران,0.64416534
1059,राय,رأی,0.4898926
1060,रास्ता,راسته,0.6402649
1061,राह,راه,0.47185093
1062,रिआया,رعایا,0.5361041
1063,रियासत,ریاست,0.49211198
1064,रिवाज,رواج,0.5938965
1065,रिश्ता,رشته,0.3620209
1066,रिश्वत,رشوه,0.6494117
1067,रिश्वतख़ोर,رشوت خور,0.68604136
1068,रिसालदार,رسالدار,0.61747795
1069,रिहा,رها,0.66499645
1070,रिहाई,رهائی,0.61537576
1071,रुख़,رخ,0.520082
1072,रुख़सार,رخسار,0.52488416
1073,रूद,رود,0.5098947
1074,रूबरू,روبارو,0.4784723
1075,रूम,روم,0.48651937
1076,रूमाल,رومال,0.5652445
1077,रूस,روس,0.71751034
1078,रूसी,روسی,0.61064595
1079,रूह,روح,0.5059191
1080,रेग,ریگ,0.7026489
1081,रेगिस्तान,ریگستان,0.7026489
1082,रेशम,ابریشم,0.47702855
1083,रेशमी,ابریشمی,0.4794849
1084,रोज़गार,روزگار,0.5155345
1085,रोज़मर्रा,روزمره,0.44727963
1086,रोज़ाना,روزانه,0.37035462
1087,रोज़ी,روزی,0.52112293
1088,रोशनी,روشنی,0.50360525
1089,रौज़न,روزن,0.5055556
1090,रौनक़,رونق,0.5509337
1091,रौशन,روشن,0.4910552
1092,रौशनी,روشنی,0.50588727
1093,लज़ीज़,لذیذ,0.6393897
1094,लद्दाख़,لداخ,0.59895045
1095,लब,لب,0.67369
1096,लश्कर,لشکر,0.36212867
1097,लश्करी,لشکری,0.39985564
1098,लहजा,لهجه,0.44444925
1099,लाजवर्द,لاجورد,0.5221955
1100,लाज़िम,لازم,0.32816106
1101,लायक़,لایق,0.5531944
1102,लाल,لال,0.6336313
1103,लाला,لاله,0.52603215
1104,लाश,لاش,0.6925429
1105,लिबास,لباس,0.46569404
1106,लिसान,لِسَان,0.5966947
1107,लुत्फ़,لطف,0.5603895
1108,लूक़ा,لوقا,0.5616032
1109,लोबिया,لوبیا,0.6082361
1110,व,و,0.47051144
1111,वक़्फ़ा,وقفه,0.5733529
1112,वकील,وکیل,0.694538
1113,वग़ैरह,وغیره,0.48296726
1114,वज़ीर,وزیر,0.49194795
1115,वतन,وطن,0.6309046
1116,वफ़ा,وفا,0.47285283
1117,वफ़ादार,وفادار,0.5251607
1118,वरना,ورنه,0.61628443
1119,वर्ज़िश,ورزش,0.39777195
1120,वली,ولی,0.44922316
1121,वलीअहद,ولی‌عهد,0.345067
1122,वसीयत,وصیت,0.6255953
1123,वहशत,وحشت,0.43205404
1124,वहशी,وحشی,0.4805167
1125,वाक़ई,واقعی,0.4549324
1126,वाक़िफ़,واقف,0.6236842
1127,वादा,وعده,0.58433884
1128,वापस,واپس,0.3776854
1129,वापसी,واپسی,0.3691275
1130,वारिस,وارث,0.57153624
1131,वालिद,وَالِد,0.5046772
1132,वाह,وا,0.49331424
1133,विरासत,وراثت,0.41264924
1134,विलायत,ولایت,0.43966976
1135,वीरान,ویران,0.511873
1136,शक,شک,0.6935273
1137,शक्कर,شکر,0.7346188
1138,शख़्स,شخص,0.41257274
1139,शख़्सियत,شخصیت,0.4097781
1140,शतरंज,شطرنج,0.36966377
1141,शब,شب,0.6153457
1142,शब बख़ैर,شب بخیر,0.36922094
1143,शबनम,شبنم,0.6577154
1144,शमशेर,شمشیر,0.6386813
1145,शमा,شمع,0.6050564
1146,शरमिंदा,شرمنده,0.68609595
1147,शराब,شراب,0.5982788
1148,शर्बत,شربت,0.5644966
1149,शर्म,شرم,0.670146
1150,शर्मनाक,شرمناک,0.69044536
1151,शलगम,شلغم,0.6451654
1152,शहज़ादा,شاهزاده,0.5515694
1153,शहद,شهد,0.6111316
1154,शहमात,شاه مات,0.5993511
1155,शहर,شهر,0.70907295
1156,शहरी,شهری,0.4772148
1157,शहीद,شهید,0.5864595
1158,शागिर्द,شاگرد,0.5064912
1159,शादी,شادی,0.6938656
1160,शाबाश,شاباش,0.6689152
1161,शाम,شام,0.6488507
1162,शामियाना,شامیانه,0.5585126
1163,शामिल,شامل,0.7127635
1164,शायद,شاید,0.60773593
1165,शाल,شال,0.69904095
1166,शाह,شاه,0.63840306
1167,शाही,شاهی,0.68718797
1168,शाहीन,شاهین,0.65024674
1169,शिकंजा,شکنجه,0.67106235
1170,शिकम,شکم,0.5637686
1171,शिकस्त,شکست,0.47558528
1172,शिकायत,شکایت,0.62463367
1173,शिकार,شکار,0.72317046
1174,शिकारी,شکاری,0.7350384
1175,शिद्दत,شدت,0.3719996
1176,शिनाख़्त,شناخت,0.4898157
1177,शीर,شیر,0.63015485
1178,शीरी,شیری,0.67287886
1179,शीशा,شیشه,0.5941084
1180,शुक्रगुज़ार,شکر گزار,0.47157443
1181,शुक्रिया,شکریه,0.50912005
1182,शुतुरमुर्ग़,شترمرغ,0.55508965
1183,-शुदा,شده,0.40294048
1184,शुबहा,شبهه,0.47667342
1185,शुरू,شُرُوع,0.3451758
1186,शेख़ी,شیخی,0.55255204
1187,शेर,شیر,0.62073195
1188,शैतानी,شیطانی,0.5828405
1189,शोला,شعله,0.73085505
1190,शोहरत,شهرت,0.34929708
1191,शौक़,شوق,0.6691834
1192,शौहर,شوهر,0.60822684
1193,संग,سنگ,0.35660926
1194,संगतराश,سنگتراش,0.36740384
1195,संगमरमर,سنگ مرمر,0.35790154
1196,संदल,صندل,0.54870695
1197,संदूक़,صندوق,0.56682587
1198,संदूक़चा,صندوقچه,0.5423959
1199,सकता,سکته,0.5004871
1200,सख़्त,سخت,0.458863
1201,सज़ा,سزا,0.64305586
1202,सतह,سطح,0.4623196
1203,सदरी,صدری,0.57928723
1204,सदी,سده,0.5370627
1205,सनम,صَنَم,0.5094221
1206,सनसनीख़ेज़,خیز,0.50690496
1207,सफ़र,سفر,0.5734155
1208,सफ़ेद,سفید,0.60779685
1209,सबब,سبب,0.2894564
1210,सबूत,ثَبُوت,0.5286682
1211,सब्ज़,سبز,0.516373
1212,सब्ज़ी,سبزی,0.587386
1213,समोसा,سنبوسه,0.6272682
1214,सय्याद,صیاد,0.6533258
1215,सर,سر,0.6564817
1216,सरंजाम,سرانجام,0.33030492
1217,सरकार,سرکار,0.56102246
1218,सरदार,سردار,0.49227566
1219,सरहद,سرحد,0.5092516
1220,सराय,سرای,0.67466277
1221,सर्द,سرد,0.7303047
1222,सर्दी,سردی,0.5680769
1223,सलवार,شلوار,0.51496184
1224,सलाम,سلام,0.7000389
1225,सलामी,سلامی,0.6799807
1226,सलाहकार,صلاح کار,0.59895
1227,सलीक़ा,سلیقه,0.57921904
1228,सलीब,صلیب,0.38023713
1229,सवार,سوار,0.6054544
1230,सवाल,سؤال,0.59469795
1231,सस्ता,سست,0.6561701
1232,सहम,سهم,0.6142637
1233,सहमनाक,سهمناک,0.5920186
1234,सहरा,صحرا,0.5963103
1235,सहल,سَهْل,0.55349386
1236,सही,صحیح,0.48846468
1237,साज़,ساز,0.43141726
1238,साज़िश,سازش,0.43259826
1239,सादगी,سادگی,0.5894861
1240,सादा,ساده,0.53873557
1241,साफ़,صاف,0.64527404
1242,साबिक़,سَابِق,0.598285
1243,साबित,ثابت,0.41802913
1244,सामान,سامان,0.51083106
1245,सायबान,سایبان,0.52784204
1246,साया,سایه,0.6103089
1247,साल,سال,0.74450827
1248,सालाना,سالانه,0.40584585
1249,साहिब,صاحب,0.40955102
1250,साहिल,ساحل,0.53332317
1251,सिकंदर,سکندر,0.6258792
1252,सितम,ستم,0.59538746
1253,सितार,سه‌تار,0.61083186
1254,सितारा,ستاره,0.640805
1255,सिपास,سپاس,0.5901016
1256,सिफ़त,صفت,0.5578384
1257,सिफ़र,صفر,0.5287987
1258,सिफ़ारतख़ाना,سفارتخانه,0.5062953
1259,सिफ़ारिश,سفارش,0.5171705
1260,सियासत,سیاست,0.33861178
1261,सिरका,سرکه,0.6073447
1262,सिर्फ़,صرف,0.45827055
1263,सिलसिला,سلسله,0.46386507
1264,सीना,سینه,0.47334778
1265,सीरत,سیرت,0.626563
1266,सुक़रात,سقراط,0.57769895
1267,सुन्नी,سنی,0.5711202
1268,सुपुर्द,سپرد,0.49177873
1269,सुरमा,سرمه,0.69291705
1270,सुराख़,سوراخ,0.6156122
1271,सुर्ख़,سرخ,0.5816375
1272,सुर्ख़ाब,سرخاب,0.5836423
1273,सुर्ख़ी,سرخی,0.61789745
1274,सुलह,صلح,0.56693166
1275,सुल्तान,سلطان,0.6278041
1276,सुल्ताना,سلطانه,0.5631567
1277,सुस्त,سست,0.6017786
1278,सुस्ती,سستی,0.62776756
1279,सूद,سود,0.65323365
1280,सूरत,صورت,0.4127031
1281,सूरिया,سوریه,0.6226136
1282,सेहत,صحت,0.5502578
1283,सैलाब,سیلاب,0.60335964
1284,सौगंद,سوگند,0.560895
1285,सौदा,سودا,0.60724646
1286,सौदागर,سوداگر,0.56268686
1287,स्याह,سیاه,0.58689874
1288,स्याही,سیاهی,0.6117157
1289,हंगामा,هنگامه,0.5295127
1290,हक़,حق,0.36157793
1291,हकीम,حکیم,0.51778746
1292,हज़रत,حضرت,0.42387176
1293,हज़ार,هزار,0.4955171
1294,हज़ारहा,هزارها,0.5239576
1295,हज़्म,حذم,0.5257869
1296,हद,حد,0.5389335
1297,हदफ़,هَدَف,0.54916173
1298,हम,هم,0.5853476
1299,हम-,هم,0.45121646
1300,हमला,حمله,0.60085016
1301,हमशक्ल,ھمشکل,0.5743613
1302,हमसफ़र,همسفر,0.43914557
1303,हमसाया,همسایه,0.46206263
1304,हमेशा,همیشه,0.6652039
1305,हयात,حیات,0.35450166
1306,हर,هر,0.6212547
1307,हरकत,حرکت,0.43294814
1308,हरगिज़,هرگز,0.47811586
1309,हर्ज,هرج,0.5531872
1310,हलक़ा,حلقه,0.48344445
1311,हलवा,حلوا,0.4906688
1312,हवलदार,حوالدار,0.5307704
1313,हवा,هوا,0.5838436
1314,हस्ती,هستی,0.65123135
1315,हाज़िर,حاضر,0.3070046
1316,हाजिरा,هَاجَر,0.54885066
1317,हादसा,حادثه,0.5111785
1318,हाफ़िज़,حافظ,0.47167316
1319,हाफ़िज़ा,حافظه,0.47465554
1320,हाल,حال,0.555205
1321,हालत,حالت,0.37586918
1322,हालाँकि,حالا که,0.4616253
1323,हिंद,هند,0.38700533
1324,हिंदी,هندی,0.65606314
1325,हिंदुस्तानी,هندوستانی,0.41882125
1326,हिकमत,حکمت,0.5652146
1327,हिजरत,هجرت,0.55655175
1328,हिज्जे,هِجَاء,0.5916411
1329,हिम्मत,همت,0.5148882
1330,हिरासत,حراست,0.45839268
1331,हिलाल,هلال,0.65909207
1332,हिसाब,حساب,0.409016
1333,हुकूमत,حکومت,0.35271803
1334,हुक्मरान,حکمران,0.40338582
1335,हुज़ूर,حضور,0.3337138
1336,हुनर,هنر,0.41157293
1337,हुस्न,حسن,0.45535484
1338,हैरत,حیرت,0.5550298
1339,हैरान,حیران,0.47191924
1340,हैवान,حیوان,0.4428713
1341,हैवानियत,حیوانیت,0.43731648
1342,होशियार,هوشیار,0.65300167
1343,हौसला,حوصله,0.5032924
