loan_word,original_word
Kainz,Kainz
Kaiser,Kaiser
kaiserlich,kaiserlich
kaiserschmarrn,Kaiserschmarrn
Kaiserslautern,Kaiserslautern
Kalbach,Kalbach
Kalbfleisch,Kalbfleisch
Kali,Kalium
Kalk,Kalk
Kalkbrenner,Kalkbrenner
Kall,Kall
Kallman,Kallmann
kamerad,Kamerad
Kammer,Kammer
Kammerer,Kämmerer
Kampe,Kampe
Kannenberg,Kannenberg
Kantzer,Kantzer
Kanzler,Kanzler
kapellmeister,Kapellmeister
kapo,Kapo
kaput,kaputt
Karger,Karger
Karl,Karl
Karrer,Karrer
karst,Karst
Karst,Karst
Karstens,Karstens
Kasch,Kasch
Kase,Käse
Kasel,Kasel
kasern,Kaserne
Kasinger,Kasinger
Kassebaum,Kassebaum
Kassel,Kassel
Kastl,Kastl
Katcher,Kätcher
katophorite,Katoforite
Katzbalger,Katzbalger
katzenjammer,Katzenjammer
Katzenklavier,Katzenklavier
Kauer,Kauer
Kauffman,Kauffmann
Kaufhold,Kaufhold
Kaufman,Kauffmann
Kaus,Kaus
Kauth,Kauth
Keding,Keding
Kehres,Kehres
Keidel,Keidel
Keinath,Keinath
Kelch,Kelch
kelch,Kelch
Keltz,Keltz
Kemmerling,Kemmerling
Kempen,Kempen
Kempf,Kempf
Kenkel,Kenkel
Kensinger,Kensinger
Kentner,Kentner
keratin,Keratin
Kerbs,Kerbs
Kerl,Kerl
Kessler,Kessler
kibble,Kübel
Kien,Kien
Kienitz,Kienitz
Kiesling,Kiesling
Kiesow,Kiesow
Kille,Kille
Killenberg,Killenberg
kindergarten,Kindergarten
kindergärten,Kindergärten
Kines,Kainz
kino,Kino
Kinzler,Kinzler
kipfel,Kipfel
Kipfer,Kipfer
Kirchgessner,Kirchgessner
Kirchhoefer,Kirchhöfer
Kirchner,Kirchner
Kirmse,Kirmse
kirschwasser,Kirschwasser
Kissler,Kissler
Kister,Kister
kit,kitte
kitsch,Kitsch
Klabautermann,Klabautermann
Klahr,Klahr
Klamm,Klamm
Klang,Klang
klang,Klang
Klapp,Klapp
Klapper,Klapper
Klapperich,Klapperich
klappvisier,Klappvisier
Klass,Klass
klatch,Klatsch
Klausing,Klausing
Klausner,Klausner
Klecker,Klecker
Klees,Klees
Kleeschulte,Kleeschulte
Kleier,Kleier
Kleis,Kleis
Kleve,Kleve
Kliemann,Kliemann
Klien,Klien
klipdachs,Klippdachs
Klippel,Klippel
Kloeppel,Klöppel
Kloetzer,Klötzer
Kloiber,Kloiber
Kloss,Kloss
Klossner,Klossner
Kloster,Kloster
Klostermann,Klostermann
Kloth,Kloth
Klotzer,Klötzer
Klug,Klug
Klunder,Klünder
Kmetz,Kmetz
Knappenberger,Knappenberger
Knaus,Knaus
Knechtel,Knechtel
Kneer,Kneer
Kneip,Kneip
Knerr,Knerr
Kness,Kness
Knieriem,Knieriem
Knierim,Knierim
Knippel,Knippel
Knoblauch,Knoblauch
Knoch,Knoch
Knoell,Knöll
Knopf,Knopf
Knopp,Knopp
Knost,Knost
Knoth,Knoth
Knueppel,Knüppel
Knuettel,Knüttel
Knust,Knust
Kober,Kober
Kochel,Köchel
Kocher,Köcher
Koelsch,Kölsch
Koeneke,Köneke
Koenigsberg,Königsberg
Koeppe,Köppe
Koetter,Kötter
Kogler,Kogler
Kohl,Kohl
Kohlberg,Kohlberg
Kohler,Köhler
Kohlmann,Kohlmann
kohlrabi,Kohlrabi
Kohne,Köhne
Kohr,Kohr
Kohrs,Kohrs
Kolander,Kolander
Kolb,Kolb
Kole,Kohl
Köln,Köln
Kölsch,Kölsch
kombi,Kombi
Königsberg,Königsberg
Königsberger Klopse,Königsberger Klopse
Konrath,Konrath
Koppen,Köppen
Koschier,Koschier
Kosel,Kosel
kosmische musik,kosmische Musik
Kottwitz,Kottwitz
Kowitz,Kowitz
Koy,Koy
Kozi,Kozi
Kraatz,Kraatz
Krabbe,Krabbe
Kramp,Kramp
Krampus,Krampus
Krane,Krane
Krass,Krass
Krause,Krause
kräusen,krausen
Krauser,Krauser
Krauss,Krauß
Kraut,Kraut
Kreider,Kreider
Kreifels,Kreifels
Kreimendahl,Kreimendahl
Kreiter,Kreiter
Kremers,Kremers
Krenzer,Krenzer
Kresse,Kresse
Kressin,Kressin
Kreuser,Kreuser
Kreutzmann,Kreutzmann
Kriegsmarine,Kriegsmarine
Kristallnacht,Kristallnacht
Krock,Krock
Kroening,Kröning
Krotz,Krotz
Krotzer,Krotzer
Kruchten,Kruchten
Kruger,Krüger
Krumholz,Krumholz
krummholz,Krummholz
krummhorn,Krummhorn
Krupp,Krupp
Kubitz,Kubitz
kuchen,Kuchen
Kucher,Kucher
Kuchler,Küchler
Kuecker,Kücker
Kuennen,Künnen
Kuether,Küther
Kuffel,Küffel
Kuhne,Kuhne
Kuhns,Kuhns
Kuhr,Kuhr
Kukuk,Kukuk
kultur,Kultur
kulturkampf,Kulturkampf
Kulturträger,Kulturträger
Kulturwort,Kulturwort
kummel,Kümmel
Kunath,Kunath
Kunert,Kunert
kunstkammer,Kunstkammer
Künstlerroman,Künstlerroman
Kuntz,Kuntz
kurort,Kurort
kursaal,Kursaal
Kurtenbach,Kurtenbach
Kuske,Kuske
Kussmaul,Kussmaul
Kutsch,Kutsch
Kwajalein,Kwajalein
Kyser,Kyser
Laatsch,Laatsch
Labiau,Labiau
Ladewig,Ladewig
lagerstätte,Lagerstätte
Lahm,Lahm
Lallwort,Lallwort
Lamke,Lamke
lammergeier,Lämmergeier
lampenflora,Lampenflora
Lamprecht,Lamprecht
Landeshauptmann,Landeshauptmann
Landsberg,Landsberg
Landsknecht,Landsknecht
Landstuhl,Landstuhl
Landtag,Landtag
landvogt,Landvogt
Landwehr,Landwehr
Langenberg,Langenberg
Langeness,Langeneß
Langhoff,Langhoff
langlauf,Langlauf
Langsam,Langsam
Larch,Larch
Lasser,Lässer
Last,Last
latschen,latschen
Laubscher,Laubscher
Lauman,Laumann
Laumann,Laumann
Launer,Launer
Lausch,Lausch
lauter,lauter
Lauter,Lauter
Lauterbach,Lauterbach
Lautner,Lautner
lauwine,Lawine
Lavater,Lavater
Lebensraum,Lebensraum
lebkuchen,Lebkuchen
Lechtenberg,Lechtenberg
lederhosen,Lederhose
Leffert,Leffert
Leh,Leh
Lehnen,Lehnen
Leibfried,Leibfried
Leichenhaus,Leichenhaus
Leick,Leick
Leidig,Leidig
Leier,Leier
Leinweber,Leinweber
Leising,Leising
leitmotif,Leitmotiv
Lemberg,Lemberg
Lemberger,Lemberger
Lemcke,Lemcke
Lemke,Lemke
Lemp,Lemp
Lender,Lender
Lentsch,Lentsch
Lenzen,Lenzen
Leonore,Leonore
Lessing,Lessing
leuchtenbergite,Leuchtenbergit
leukemia,Leukämie
Leuthold,Leuthold
Leven,Leven
Leyen,Leyen
Lich,Lich
Liebel,Liebel
Liebelt,Liebelt
Liebestod,Liebestod
Liebfraumilch,Liebfrauenmilch
Liebler,Liebler
Liechtenstein,Liechtenstein
Liechtensteiner,Liechtensteiner
lied,Lied
Lieder,Lieder
Lienemann,Lienemann
Lienhard,Lienhard
Liestal,Liestal
Lilienthal,Lilienthal
Lill,Lill
Limmer,Limmer
Lindemann,Lindemann
Lindenbaum,Lindenbaum
Lindner,Lindner
linguistic,linguistisch
Linne,Linne
Linse,Linse
Lipman,Lipmann
Lippy,Lippe
Lips,Lips
Lipschutz,Lipschütz
Liske,Liske
Lissner,Lissner
Lisztomania,Lisztomanie
lithography,Lithographie
loden,Loden
Loder,Loder
Loeber,Löber
Loeffler,Löffler
loess,Löss
Loewenstein,Löwenstein
Loffler,Löffler
Lohmiller,Lohmiller
loipe,Loipe
Lorber,Lorber
Lorelei,Lorelei
Lortz,Lortz
Losch,Losch
Lose,Lose
Loser,Löser
Lossing,Lossing
Lotspeich,Lotspeich
loup,Luppe
Löwchen,Löwchen
Lowenberg,Löwenberg
Lubitz,Lubitz
Luckow,Luckow
Ludemann,Lüdemann
Ludewig,Ludewig
Ludwig,Ludwig
Luers,Lürs
luft,Luft
Luftwaffe,Luftwaffe
Lügenpresse,Lügenpresse
lumpen,Lumpenproletariat
lumpenproletariat,Lumpenproletariat
Lunden,Lunden
Lüneburg,Lüneburg
Lurz,Lurz
Luster,Luster
Luthi,Lüthi
Lutz,Lutz
Luy,Luy
Maahs,Maahs
maar,Maar
Machamer,Machamer
mache,Mache
machtpolitik,Machtpolitik
Mackauer,Mackauer
Maechler,Mächler
Maerz,März
Magdeburg,Magdeburg
magenstrasse,Magenstraße
maibock,Maibock
Mainz,Mainz
Mainzer,Mainzer
Mand,Mand
Mandel,Mandel
Mangel,Mangel
mangelwurzel,Mangold
Mannes,Mannes
Männlein,Männlein
Manthe,Manthe
Manthei,Manthei
Manthey,Manthey
Marbach,Marbach
margarodite,Margarodit
Marien,Marien
mariengroschen,Mariengroschen
Marohn,Marohn
Marolf,Marolf
Marsch,Marsch
Marx,Marx
marzipan,Marzipan
Masoner,Masoner
Matern,Matern
Matheis,Matheis
Mattes,Mattes
Mautz,Mautz
Max,Max
Maybach,Maybach
Maylander,Mayländer
Mechler,Mechler
meerschaum,Meerschaum
Meesdorf,Meesdorf
Mehrer,Mehrer
Meidinger,Meidinger
Meier,Meier
Mein,Mein
Meininger,Meininger
Meinzer,Meinzer
Meiring,Meiring
Meis,Meis
Meisinger,Meisinger
meister,Meister
meld,melden
melittin,Melittin
Memelland,Memelland
menarche,Menarche
Mencke,Mencke
Mende,Mende
Meng,Meng
Menker,Menker
Menschanschauung,Menschanschauung
Menzer,Menzer
Mercedes-Benz,Mercedes-Benz
Merfeld,Merfeld
meridian,Meridian
meristem,Beiträge zur Wissenschaftlichen Botanik
Merkel,Merkel
Meschede,Meschede
Meske,Meske
Mess,Mess
Messmer,Messmer
methyl,Methyl
Meyering,Meyering
Meyn,Meyn
Michelob,Michelob
Miescher,Miescher
Milbenkäse,Milbe
Milbrath,Milbrath
Milke,Milke
Millimetternich,Millimetternich
Miltner,Miltner
milzbrand,Milzbrand
Minges,Minges
minnesinger,Minnesinger
minorat,Minorat
Mischling,Mischling
mispickel,Mispickel
Mitfreude,Mitfreude
mitgehen,mitgehen
mitmachen,mitmachen
mitosis,Mitose
Mitsch,Mitsch
mittelschmerz,Mittelschmerz
Mittelstadt,Mittelstädt
Mittelstaedt,Mittelstädt
Mitzi,Mitzi
mixoscopy,Mixoscopie
mneme,Mneme
Möbius,Möbius
Moder,Moder
moderlieschen,Moderlieschen
Moebius,Möbius
Moede,Möde
Moehle,Möhle
Moermann,Mörmann
mol,Mol
moldavite,Moldawit
mondmilch,Mondmilch
Monnig,Mönnig
monocyte,Monozyt
Montag,Montag
mops,Mops
Morgen,Morgen
morgen,Morgen
morgenstern,Morgenstern
Mormann,Mormann
morphine,Morphin
Moser,Moser
Much,Much
Mucker,Mucker
Muehlhauser,Mühlhauser
Mueller,Müller
Muellner,Müllner
muenster,Münster
mum,Mumme
Mumme,Mumme
Munchausen,Münchausen
Munsch,Munsch
Münster,Münster
Münsterland,Münsterland
Münsterländisch,Münsterländisch
Munter,Münter
Musbach,Musbach
Musch,Musch
Muschelkalk,Muschelkalk
muscimol,Muscimol
Musolf,Musolf
Nachbaur,Nachbaur
Nachlass,Nachlass
Nachleben,Nachleben
Nachreiner,Nachreiner
Nachschlag,Nachschlag
Nadel,Nadel
Naeger,Näger
Naegler,Nägler
Nafziger,Nafziger
Napp,Napp
narcissism,Narzissismus
Nase,Nase
nase,Nase
Nassau,Nassau
Nathe,Nathe
Natt,Natt
Natzke,Natzke
Nawrath,Nawrath
Nazi,Nazi
Neander,Neander
Neanderthal,Neanderthal
Necker,Necker
Neeb,Neeb
Nees,Nees
Nehls,Nehls
Nehmzow,Nehmzow
Neidert,Neidert
Neidhardt,Neidhardt
Neidig,Neidig
Neiger,Neiger
Neils,Neils
Neises,Neises
Neiss,Neiss
Neitz,Neitz
nekton,Nekton
Nenninger,Nenninger
neoteny,Neotenie
Nesler,Nesler
Netz,Netz
Neuberger,Neuberger
Neuendorf,Neuendorf
Neuhaus,Neuhaus
Neukam,Neukam
Neumayer,Neumayer
Neumeier,Neumeier
Neunubel,Neunübel
Neunuebel,Neunübel
Neuroth,Neuroth
Neustadt,Neustadt
neutrophil,Neutrophil
Neuwirth,Neuwirth
Neyer,Neyer
nickel,Nickel
Nied,Nied
Nieder,Nieder
Niederhauser,Niederhauser
Niedermeyer,Niedermeyer
Niersteiner,Niersteiner
Nietzsche,Nietzsche
nihilism,Nihilismus
Nimmer,Nimmer
Nimtz,Nimtz
nish,nichts
Nitsche,Nitsche
Nitzel,Nitzel
nix,nix
Noecker,Nöcker
Noffke,Noffke
Nolf,Nolf
Noller,Nöller
Nordmeyer,Nordmeyer
Notname,Notname
Notter,Notter
noumenon,Noumenon
Nullstellensatz,Nullstellensatz
Nuremberg,Nürnberg
Nusser,Nusser
Oberdorf,Oberdorf
Obergruppenführer,Obergruppenführer
Oberlander,Oberländer
Oberle,Oberle
Obringer,Obringer
Obst,Obst
ochronosis,Ochronosis
Ochsner,Ochsner
Ockler,Öckler
Oda,Oda
Odebrecht,Odebrecht
Oelkers,Ölkers
Oelschlager,Ölschläger
Oetken,Oetken
Oetting,Oetting
Offer,Offer
Offner,Offner
Ohl,Ohl
Ohlinger,Ohlinger
Oldenberg,Oldenberg
Oligocene,Oligozän
olm,Olm
Olmütz,Olmütz
Oltmanns,Oltmanns
oma,Oma
Omlor,Omlor
Onken,Onken
Oppenheim,Oppenheim
Oppenheimer,Oppenheimer
Orbach,Orbach
ordoliberal,Ordoliberalismus
ordoliberalism,Ordoliberalismus
Orf,Orf
orfe,orfe
orgone,Orgon
ornis,Ornis
Ortner,Ortner
Ortsgruppenleiter,Ortsgruppenleiter
ostalgia,Ostalgie
Oster,Oster
Osterkamp,Osterkamp
ostmark,Ostmark
Ostpolitik,Ostpolitik
Ottens,Ottens
Otto,Otto
ozone,Ozon
Pagenstecher,Pagenstecher
Palluch,Palluch
pandeism,Pandeismus
panentheism,Panentheismus
Pankow,Pankow
pannhas,Pannhas
Panning,Panning
panzer,Panzer
Panzerfaust,Panzerfaust
Papenburg,Papenburg
Papenfuss,Papenfuss
paprikahuhn,Paprikahuhn
Paschke,Paschke
Paske,Paske
Passau,Passau
Pastorius,Schäfer
Paulick,Paulick
pedelec,Pedelec
pedophilia,Pädophilie
Peetz,Peetz
Pehl,Pehl
Pelikan,Pelikan
pennal,Pennal
pepsin,Pepsin
peptide,Peptid
peptone,Pepton
Perlmutter,Perlmutter
Perlow,Perlov
Pernsteiner,Pernsteiner
persipan,Persipan
Petsch,Petsch
Petter,Ludewig
Pfaff,Pfaff
Pfahler,Pfahler
Pfalz,Pfalz
pfalzgraf,Pfalzgraf
Pfefferkorn,Pfefferkorn
pfeffernusse,Pfeffernüsse
Pfeil,Pfeil
Pfenning,Pfenning
Pfingsten,Pfingsten
Pfister,Pfister
Pfizer,Pfizer
Pflaum,Pflaum
Pflieger,Pflieger
Pflug,Pflug
pfropfschizophrenie,Pfropfschizophrenie
phaleristics,Phaleristik
phasin,Phasin
phloem,Phloëm
phylogenesis,Phylogenese
phylogenetic,phylogenetisch
phylogeny,Phylogenie
pickelhaube,Pickelhaube
Picker,Picker
Piech,Piëch
Pietschmann,Pietschmann
Pille,Pille
pilsener,Pilsener
pilsner,Pilsner
Piltz,Pilz
pimp,Pimpf
Pinnow,Pinnow
pinscher,Pinscher
Pinsker,Pinsker
Pischke,Pischke
Pistole,Pistole
Placke,Placke
Plambeck,Plambeck
plankton,Plankton
Plass,Plass
Platt,Platt
Platte,Platte
Platten,Platten
Platz,Platz
Platzer,Platzer
Plessinger,Plessinger
Plett,Plett
Pletz,Pletz
Plodarisch,Plodarisch
Ploetz,Plötz
pluderhose,Pluderhose
plunder,plündern
Pohle,Pohle
poliomyelitis,Poliomyelitis
Pollan,Pollan
poltergeist,Poltergeist
polygonboden,Polygonboden
pornocracy,Pornokratie
porphyrin,Porphyrin
Porsche,Porsche
Porth,Porth
posaune,Posaune
Posner,Posner
Prader,Prader
Praeger,Präger
Prager,Prager
pralltriller,Pralltriller
Prater,Prater
Precht,Precht
Prehn,Prehn
Prellwitz,Prellwitz
presbytinnitus,Presbytinnitus
Pressburg,Pressburg
pretzel,Pretzel
Preusser,Preusser
Preyer,Preyer
Prinz,Prinz
privatdozent,Privatdozent
Probst,Propst
Proesel,Prösel
prosit,prosit
Pross,Pross
Protestant,Protestant
protoplasm,Protoplasma
prozymite,Prozymit
psilocybin,Psilocybin
psychoid,Psychoid
Pultz,Pültz
purine,Purin
Puth,Puth
putsch,Putsch
putschist,Putschist
Putz,Putz
pyrimidine,Pyrimidin
qualm,*kwalm
quark,Quark
quartz,Quarz
Quenzer,Quenzer
quermassintegral,Quermaße
Quest,Quest
Raab,Raab
Raap,Raap
Raatz,Raatz
Rabold,Rabold
Radaune,Radaune
Radermacher,Radermacher
Radke,Radke
radler,Radler
Raeder,Räder
Raetz,Rätz
Raffel,Raffel
Rahming,Rahming
Raible,Raible
Ramp,Ramp
Ramthun,Ramthun
randkluft,Randkluft
Ranft,Ranft
Rappe,Rappe
Rapunzel,Rapunzel
rapunzel,Rapunzel
raster,Raster
Rath,Rath
Rathe,Rathe
Rathje,Rathje
rathskeller,Rathskeller
Rauschenberg,Rauschenberg
realpolitik,Realpolitik
realschule,Realschule
Reckner,Reckner
Redder,Redder
Redinger,Redinger
Redlich,Redlich
Redlinger,Redlinger
Reef,Reef
Reff,Reff
regie-book,Regiebuch
Regietheater,Regietheater
Reich,Reich
Reichelt,Reichelt
Reichenbach,Reichenbach
Reichenberger,Reichenberger
Reichskanzler,Reichskanzler
reichsmark,Reichsmark
Reichspfennig,Reichspfennig
Reichstag,Reichstag
Reicks,Reicks
Reidel,Reidel
Reider,Reider
Reier,Reier
Reifsteck,Reifsteck
Reiger,Reiger
Rein,Rein
Reinig,Reinig
Reining,Reining
Reininger,Reininger
Reinoehl,Reinöhl
Reinstein,Reinstein
Reinwald,Reinwald
Reisdorf,Reisdorf
Reisenauer,Reisenauer
Reitmeyer,Reitmeyer
Remmel,Remmel
Remmers,Remmers
Remmert,Remmert
Rennert,Rennert
Rensch,Rensch
repetitorium,Repetitorium
Reschke,Reschke
Rettinger,Rettinger
Retz,Retz
Reuss,Reuss
Reusser,Reusser
Reutemann,Reutemann
Reutzel,Reutzel
Rexroth,Rexroth
Rhyner,Rhyner
ribose,Ribose
Richner,Richner
Richter,Richter
Ricklefs,Ricklefs
Riechers,Riechers
Riedesel,Riedesel
Riedlinger,Riedlinger
riegel,Riegel
Riegert,Riegert
Riehm,Riehm
Riek,Riek
Ries,Ries
Riesen,Riesen
Riesenberg,Riesenberg
Riesling,Riesling
Riesterer,Riesterer
Rietz,Rietz
Riggenbach,Riggenbach
rille,Rille
Rilling,Rilling
rinderpest,Rinderpest
Rindfleisch,Rindfleisch
Rinne,Rinne
Rissler,Rissler
Ritzer,Ritzer
Robeck,Robeck
Roberg,Roberg
robinsonade,Robinsonade
Rockstroh,Rockstroh
Rodenbeck,Rodenbeck
Rodenberg,Rodenberg
Roediger,Rödiger
Roemer,Römer
Roggenbuck,Roggenbuck
Roggenkamp,Roggenkamp
Roggow,Roggow
Rohlf,Rohlf
Rohrs,Röhrs
Roker,Röker
Rolfs,Rolfs
Roloff,Roloff
Rombach,Rombach
Römertopf,Römertopf
Röntgen,Röntgen
Rosenburg,Rosenburg
Rosensaft,Rosensaft
Rosenstein,Rosenstein
Rosenstock,Rosenstock
Rosenthal,Rosenthal
Roske,Roske
Rosner,Rösner
Rotenberg,Rotenberg
Rotert,Rotert
Rothgeb,Rothgeb
Rothkopf,Rothkopf
Rothschild,Rothschild
Rothstein,Rothstein
Rotkohl,Rotkohl
Rottenberg,Rottenberg
Rottinghaus,Rottinghaus
Rottweiler,Rottweiler
Rotwelsch,Rotwelsch
Rovner,Rovner
Rubeck,Rubeck
Ruck,Ruck
rucksack,Rucksack
Ruden,Ruden
Rüdesheimer,Rüdesheimer
Rudolph,Rudolph
Rueb,Rüb
Rueger,Rüger
Ruegg,Rügg
Ruegsegger,Rüegsegger
Ruhe,Ruhe
Ruhlmann,Rühlmann
Ruinenlust,Ruinenlust
Runk,Runk
Rusche,Rusche
rutch,rutschen
rute,Rute
Ruter,Rüter
Ruther,Ruther
S-train,S-Bahn
Saam,Saam
Saarbrücken,Saarbrücken
Saarburg,Saarburg
Sacher,Sacher
Sachertorte,Sachertorte
sackung,Sackung
Salmen,Salmen
salmiac,Salmiak
salonfähig,salonfähig
Salzberg,Salzberg
Salzburg,Salzburg
Salzmann,Salzmann
Salzwedel,Salzwedel
Sammis,Sammis
Sandow,Sandow
sapropel,Sapropel
Sarnen,Sarnen
sastruga,Sastruga
sastrugi,Sastrugi
Sauber,Sauber
sauerkraut,Sauerkraut
Sauser,Sauser
Schaab,Schaab
Schabel,Schabel
schadenfreude,Schadenfreude
Schadler,Schädler
Schaefer,Schaefer
schalenblende,Schalenblende
Schamberger,Schamberger
Schamp,Schamp
Schandelmeier,Schandelmeier
schandmantel,Schandmantel
Schank,Schank
Schappert,Schappert
Scharer,Schärer
Scharnhorst,Scharnhorst
Schartz,Schartz
Schatzman,Schatzmann
Schau,Schau
Schauf,Schauf
Schaum,Schaum
Schechner,Schechner
Scheherazade,Scheherazade
Scheibel,Scheibel
Scheiber,Scheiber
Scheiderer,Scheiderer
scheisse,Scheiße
Schemmel,Schemmel
Schenk,Schenk
Schenkel,Schenkel
scherenschnitte,Scherenschnitte
Schermer,Schermer
Scheurer,Scheurer
Scheurich,Scheurich
Schieffer,Schieffer
Schiel,Schiel
Schieren,Schieren
Schiesser,Schiesser
Schiffmann,Schiffmann
Schild,Schild
Schildt,Schildt
Schindler,Schindler
schizont,Schizont
Schlag,Schlag
Schlageter,Schlageter
schlagsahne,Schlagsahne
Schlamperei,Schlamperei
Schlangen,Schlangen
Schlanger,Schlanger
Schlauch,Schlauch
Schlee,Schlee
Schlei,Schlei
Schleif,Schleif
Schleis,Schleis
Schleswig,Schleswig
Schlichter,Schlichter
Schlitt,Schlitt
Schlitz,Schlitz
Schlobohm,Schlobohm
Schloesser,Schlösser
Schloss,Schloss
Schlossberg,Schlossberg
Schmahl,Schmahl
Schmale,Schmale
Schmall,Schmall
schmaltz,Schmalz
Schmaltz,Schmaltz
Schmehl,Schmehl
Schmelz,Schmelz
Schmelzle,Schmelzle
Schmidlin,Schmidlin
Schmieg,Schmieg
Schmierer,Schmierer
Schmiesing,Schmiesing
Schnabel,Schnabel
Schnapp,Schnapp
schnapps,Schnaps
schnauzer,Schnauzer
Schneiter,Schneiter
Schnitker,Schnitker
schnitzel,Schnitzel
Schnorr,Schnorr
schnorrer,Schnorrer
Schnurr,Schnurr
Schober,Schober
Scholle,Scholle
Scholtes,Scholtes
Schomburgk,Schomburgk
Schone,Schöne
Schopf,Schopf
schorl,Schörl
Schorn,Schorn
Schowalter,Schowalter
Schrader,Schrader
Schrager,Schräger
Schrammelmusik,Schrammelmusik
Schratz,Schratz
Schraufnagel,Schraufnagel
Schreger,Schreger
Schreiber,schreiben
Schreier,Schreier
Schreifels,Schreifels
Schreiner,Schreiner
Schrenk,Schrenk
Schrepfer,Schrepfer
Schreyer,Shreyer
Schrimpf,Schrimpf
Schroder,Schröder
Schrödinger,Schrödinger
Schroeder,Schröder
Schroll,Schroll
Schrumpf,Schrumpf
Schubert,Schubert
Schuchardt,Schuchardt
Schuchert,Schuchert
Schuermann,Schuermann
Schuko,Schutzkontakt
Schulberg,Schulberg
Schuld,Schuld
Schulke,Schülke
Schulmerich,Schulmerich
Schultz,Schultz
Schuman,Schumann
Schumann,Schumann
Schumpert,Schumpert
Schupbach,Schupbach
Schurz,Schurz
schuss,Schuss
Schutter,Schütter
Schützenfest,Schützenfest
Schutzstaffel,Schutzstaffel
schwa,Schwa
Schwab,Schwab
Schwall,Schwall
Schwaller,Schwaller
Schwartz,Schwartz
Schwarz,Schwarz
Schwarzkopf,Schwarzkopf
schwarzlot,Schwarzlot
Schwarzschild,Schwarzschild
schwebeablaut,Schwebeablaut
Schweer,Schweer
Schweiss,Schweiss
Schweitzer,Schweitzer
Schweizer,Schweizer
Schwellenangst,Schwellenangst
Schweppe,Schweppe
Schwer,Schwer
schwerpunkt,Schwerpunkt
Schwertfeger,Schwertfeger
Schwieger,Schwieger
Schwier,Schwier
Schwimmer,Schwimmer
Schwindt,Schwindt
Schwyz,Schwyz
scopolamine,Skopolamin
Seck,Seck
Seebeck,Seebeck
Seeberger,Seeberger
Seefeld,Seefeld
Seehafer,Seehafer
Seek,Seek
Segler,Segler
Sehnsucht,Sehnsucht
Seibt,Seibt
seidel,Seidel
Seidenberg,Seidenberg
Seider,Seider
Seidner,Seidner
Seifert,Seifert
Seigle,Seigle
Selig,Selig
seltzer,Selterser
semester,Semester
seminar,Seminar
Sen,Sen
seston,Seston
Seyer,Seyer
Shaeffer,Schäfer
shaman,Schamane
Sheaffer,Schäfer
Shertzer,Schertzer
Shimmel,Schimmel
shirk,Schurke
Sick,Sick
Sickinger,Sickinger
Sickler,Sickler
sideromelane,Sideromelane
Sieben,Sieben
Siebold,Siebold
Siefker,Siefker
Siegenthaler,Siegenthaler
Siegfried,Siegfried
Sieh,Sieh
Sielaff,Sielaff
Sieler,Sieler
Siemon,Siemon
Sigl,Sigl
Silberstein,Silberstein
Simmer,Simmer
Sindt,Sindt
sinfonietta,Sinfonietta
singspiel,Singspiel
Sippenhaft,Sippenhaft
Sippenhaftung,Sippenhaftung
Sitz im Leben,Sitz im Leben
sitzball,Sitzball
Sitzfleisch,Sitzfleisch
sitzkrieg,Sitzkrieg
Sitzmann,Sitzmann
sitzprobe,Sitzprobe
skat,Skat
Sky,Himmel
slack,*slakaz
snit,snit
snorkel,Schnorchel
Soder,Söder
Soeder,Söder
Sommerfeld,Sommerfeld
Sommerfeldt,Sommerfeldt
Sonderbund,Sonderbund
Sondheim,Sondheim
songspiel,Songspiel
Sonne,Sonne
Sonnenschein,Sonnenschein
Sonnenshine,Sonnenschein
Sorb,Sorbe
Soth,Soth
Sozi,Sozi
Spader,Spader
spaetzle,Spätzle
Spanbauer,Spanbauer
spangenhelm,Spangenhelm
Spartz,Spartz
Speck,Speck
Speier,Speier
Speiser,Speiser
speiskobalt,Speiskobalt
Spengler,Spengler
Sperlich,Sperlich
Speth,Speth
Speyer,Speyer
spiegeleisen,Spiegeleisen
Spiegelman,Spiegelmann
Spiegelmann,Spiegelmann
spiel,Spiel
Spielberg,Spielberg
spieler,Spieler
spielfreak,Spielfreak
spinnbarkeit,Spinnbarkeit
Spitzenkorper,Spitzenkörper
Splinter,Splinter
Spoerl,Spörl
Spohr,Spohr
Spomer,Spomer
Sporer,Sporer
Sporleder,Sporleder
sprachbund,Sprachbund
Sprachgefühl,Sprachgefühl
Sprachraum,Sprachraum
Sprang,Sprang
spreite,Spreite
Spreitzer,Spreitzer
springerle,Springerle
spritzer,Spritzer
Stabler,Stäbler
Stacker,Stäcker
Staheli,Stäheli
Stahlhelm,Stahlhelm
Stahnke,Stahnke
stalag,Stalag
Stamer,Stamer
Stammbaum,Stammbaum
Stammen,Stammen
Stammer,Stammer
Stanger,Stanger
Stangler,Stangler
Staub,Staub
stauchwall,Stauchwall
Staudacher,Staudacher
Stauder,Stauder
Steber,Steber
Stechschulte,Stechschulte
Stecklein,Stecklein
Steffel,Steffel
Steffensmeier,Steffensmeier
Steiger,Steiger
Steigerwald,Steigerwald
Stein,Stein
Steinbach,Steinbach
steinbock,Steinbock
Steinborn,Steinborn
Steinbrenner,Steinbrenner
Steiner,Steiner
Steines,Steines
Steinhilber,Steinhilber
steinkern,Steinkern
steinstrasse,Steinstraße
Stelle,Stelle
Stempel,Stempel
